site,date,year,rep,bench,horiz_m,lower_limit,upper_limit,sqrt(lower),sqt(upper),ln(lower)+1,ln(upper)+1,bottom,lower_elev_m,upper_elev_m,sqrt(lower_elev),sqrt(upper_elev),patch1_upper,patch1_lower,patch2_upper,patch2_lower,patch3_upper,patch3_lower,patch4_upper,patch4_lower,patch5_upper,patch5_lower,patch6_upper,patch6_lower,patch7_upper,patch7_lower,patch8_upper,patch8_lower,patch9_upper,patch9_lower,patch10_upper,patch10_lower,gap1_upper,gap1_lower,gap2_upper,gap2_lower,gap3_upper,gap3_lower,gap4_upper,gap4_lower,gap5_upper,gap5_lower,cliff_tidal_height_top (cm),cliff_tidal_height_bottom (cm),notes,lowest_mussel,sqrt_lowest_mussel,ln_lowest_mussel,highest_mussel,n_patches,n_gaps
Davenport,4/24/2015,2015,0.75,1,0.75,-60,0,7.745966692,0,4.110873864,0,-120,0.41,1.01,0.640312424,1.004987562,-81,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bolt,-83,-9.110433579,-4.418840608,0,1,0
Davenport,4/24/2015,2015,1,1,1,-63,0,7.937253933,0,4.158883083,0,-130,0.38,1.01,0.6164414,1.004987562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-7.937253933,-4.143134726,0,0,0
Davenport,4/24/2015,2015,1.25,1,1.25,-58,0,7.615773106,0,4.077537444,0,-100,0.43,1.01,0.655743852,1.004987562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,-7.615773106,-4.060443011,0,0,0
Davenport,4/24/2015,2015,1.5,1,1.5,-58,0,7.615773106,0,4.077537444,0,-140,0.45,1.03,0.670820393,1.014889157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,-7.615773106,-4.060443011,0,0,0
Davenport,4/24/2015,2015,1.75,1,1.75,-50,0,7.071067812,0,3.931825633,0,-140,0.53,1.03,0.728010989,1.014889157,-70,-72,,,,,,,,,,,,,,,,,,,-24,-27,,,,,,,,,,,,-72,-8.485281374,-4.276666119,0,1,1
Davenport,4/24/2015,2015,2,1,2,-45,0,6.708203932,0,3.828641396,0,-140,0.57,1.02,0.754983444,1.009950494,,,,,,,,,,,,,,,,,,,,,-10,-20,,,,,,,,,,,,-45,-6.708203932,-3.80666249,0,0,1
Davenport,4/24/2015,2015,2.25,1,2.25,-45,0,6.708203932,0,3.828641396,0,-160,0.57,1.02,0.754983444,1.009950494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,-6.708203932,-3.80666249,0,0,0
Davenport,4/24/2015,2015,2.5,1,2.5,-32,0,5.656854249,0,3.496507561,0,-140,0.73,1.05,0.854400375,1.024695077,-74,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,1,0
Davenport,4/24/2015,2015,2.75,1,2.75,-50,0,7.071067812,0,3.931825633,0,-140,0.55,1.05,0.741619849,1.024695077,-61,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-7.874007874,-4.127134385,0,1,0
Davenport,4/24/2015,2015,3,1,3,-62,0,7.874007874,0,4.143134726,0,-170,0.41,1.03,0.640312424,1.014889157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-7.874007874,-4.127134385,0,0,0
Davenport,4/24/2015,2015,3.25,1,3.25,-31,0,5.567764363,0,3.465735903,0,-150,0.72,1.03,0.848528137,1.014889157,-70,-71,-80,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-9.055385138,-4.406719247,0,2,0
Davenport,4/24/2015,2015,3.5,1,3.5,-30,0,5.477225575,0,3.433987204,0,-140,0.69,0.99,0.830662386,0.994987437,-65,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-8.366600265,-4.248495242,0,1,0
Davenport,4/24/2015,2015,3.75,1,3.75,-40,0,6.32455532,0,3.713572067,0,-150,0.58,0.98,0.761577311,0.989949494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,-6.32455532,-3.688879454,0,0,0
Davenport,4/24/2015,2015,4,1,4,-65,0,8.062257748,0,4.189654742,0,-180,0.702777778,0.97,0.838318423,0.98488578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal -16 to -25, -40 to -47, bolt",-65,-8.062257748,-4.17438727,0,0,0
Davenport,4/24/2015,2015,4.25,1,4.25,-22,0,4.69041576,0,3.135494216,0,-160,0.980375,1.1,0.990138879,1.048808848,-34,-42,-45,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-8.246211251,-4.219507705,0,2,0
Davenport,4/24/2015,2015,4.5,1,4.5,-30,0,5.477225575,0,3.433987204,0,-150,0.926,1.1,0.962288938,1.048808848,-34,-36,-40,-47,-60,-66,-73,-90,-95,-99,,,,,,,,,,,,,,,,,,,,,,,,-99,-9.949874371,-4.59511985,0,5,0
Davenport,4/24/2015,2015,4.75,1,4.75,-28,0,5.291502622,0,3.36729583,0,-150,1.002666667,1.18,1.001332446,1.086278049,-31,-34,-40,-42,-45,-47,-50,-70,-79,-85,-107,-108,,,,,,,,,,,,,,,,,,,,,,-108,-10.39230485,-4.682131227,0,6,0
Davenport,4/24/2015,2015,5,1,5,-27,0,5.196152423,0,3.33220451,0,-160,1.12,1.39,1.058300524,1.178982612,-31,-32,-36,-49,-53,-62,-64,-72,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-8.485281374,-4.276666119,0,4,0
Davenport,4/24/2015,2015,5.25,1,5.25,-34,0,5.830951895,0,3.555348061,0,-150,1.05,1.39,1.024695077,1.178982612,-58,-59,-70,-73,-75,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,line,-80,-8.94427191,-4.382026635,0,3,0
Davenport,4/24/2015,2015,5.5,1,5.5,-67,0,8.185352772,0,4.219507705,0,-160,0.75,1.42,0.866025404,1.191637529,-70,-71,,,,,,,,,,,,,,,,,,,-28,-34,-45,-50,,,,,,,,,crest,-71,-8.426149773,-4.262679877,0,1,2
Davenport,4/24/2015,2015,5.75,1,5.75,-49,0,7,0,3.912023005,0,-160,0.93,1.42,0.964365076,1.191637529,-91,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92,-9.591663047,-4.521788577,0,1,0
Davenport,4/24/2015,2015,6,1,6,-55,0,7.416198487,0,4.025351691,0,-180,1.111388889,1.64,1.054224307,1.280624847,-65,-70,-75,-80,-83,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-9.219544457,-4.442651256,0,3,0
Davenport,4/24/2015,2015,6.25,1,6.25,-86,-10,9.273618495,3.16227766,4.465908119,2.397895273,-190,0.856947368,1.548947368,0.925714518,1.244567141,-122,-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123,-11.09053651,-4.812184355,-10,1,0
Davenport,4/24/2015,2015,6.5,1,6.5,-84,0,9.16515139,0,4.442651256,0,-190,0.869578947,1.63,0.93251217,1.276714533,-99,-100,-120,-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122,-11.04536102,-4.804021045,0,2,0
Davenport,4/24/2015,2015,6.75,1,6.75,-80,0,8.94427191,0,4.394449155,0,-170,0.83,1.63,0.911043358,1.276714533,-92,-95,-112,-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-10.63014581,-4.727387819,0,2,0
Davenport,4/24/2015,2015,7,1,7,-105,0,10.24695077,0,4.663439094,0,-220,0.710454545,1.56,0.842884657,1.2489996,-120,-135,,,,,,,,,,,,,,,,,,,-59,-84,,,,,,,,,,,,-135,-11.61895004,-4.905274778,0,1,1
Davenport,4/24/2015,2015,7.25,1,7.25,-105,0,10.24695077,0,4.663439094,0,-180,0.5175,1.55,0.719374728,1.24498996,,,,,,,,,,,,,,,,,,,,,-76,-87,,,,,,,,,,,horizontal -87 to -100,-105,-10.24695077,-4.65396035,0,0,1
Davenport,4/24/2015,2015,7.5,1,7.5,-94,0,9.695359715,0,4.553876892,0,-170,0.6,1.54,0.774596669,1.240967365,-110,-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-114,-10.67707825,-4.736198448,0,1,0
Davenport,4/24/2015,2015,7.75,1,7.75,-70,0,8.366600265,0,4.262679877,0,-170,0.84,1.54,0.916515139,1.240967365,-121,-123,-141,-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142,-11.91637529,-4.955827058,0,2,0
Davenport,4/24/2015,2015,8,1,8,-100,0,10,0,4.615120517,0,-170,0.5,1.5,0.707106781,1.224744871,-102,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-106,-10.29563014,-4.663439094,0,1,0
Davenport,4/24/2015,2015,8.25,1,8.25,-100,0,10,0,4.615120517,0,-170,0.52,1.52,0.721110255,1.232882801,-126,-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-127,-11.26942767,-4.844187086,0,1,0
Davenport,4/24/2015,2015,8.5,1,8.5,-100,0,10,0,4.615120517,0,-170,0.54,1.54,0.734846923,1.240967365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bolt,-100,-10,-4.605170186,0,0,0
Davenport,4/24/2015,2015,8.75,1,8.75,-85,0,9.219544457,0,4.454347296,0,-170,0.7,1.55,0.836660027,1.24498996,-145,-146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-146,-12.08304597,-4.983606622,0,1,0
Davenport,4/24/2015,2015,9,1,9,-89,0,9.433981132,0,4.49980967,0,-170,0.665235294,1.55,0.815619577,1.24498996,-100,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101,-10.04987562,-4.615120517,0,1,0
Davenport,4/24/2015,2015,9.25,1,9.25,-105,0,10.24695077,0,4.663439094,0,-180,0.576666667,1.58,0.759385717,1.256980509,-133,-134,-140,-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-141,-11.87434209,-4.94875989,0,2,0
Davenport,4/24/2015,2015,9.5,1,9.5,-111,0,10.53565375,0,4.718498871,0,-170,0.446529412,1.55,0.668228563,1.24498996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111,-10.53565375,-4.709530201,0,0,0
Davenport,4/24/2015,2015,9.75,1,9.75,-107,0,10.34408043,0,4.682131227,0,-170,0.55,1.62,0.741619849,1.272792206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107,-10.34408043,-4.672828834,0,0,0
Davenport,4/24/2015,2015,10,1,10,-102,0,10.09950494,0,4.634728988,0,-170,0.624,1.62,0.789936706,1.272792206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102,-10.09950494,-4.624972813,0,0,0
Davenport,3/16/2016,2016,0,1,0,-74,0,8.602325267,0,4.317488114,0,-200,0.33,1.07,0.574456265,1.034408043,-77,-80,-93,-97,,,,,,,,,,,,,,,,,-15,-30,,,,,,,,,,,,-97,-9.848857802,-4.574710979,0,2,1
Davenport,3/16/2016,2016,0.25,1,0.25,-85,0,9.219544457,0,4.454347296,0,-170,0.22,1.07,0.469041576,1.034408043,-100,-107,,,,,,,,,,,,,,,,,,,-41,-43,,,,,,,,,,,,-107,-10.34408043,-4.672828834,0,1,1
Davenport,3/16/2016,2016,0.5,1,0.5,-79,-10,8.888194417,3.16227766,4.382026635,2.397895273,-185,0.54,1.23,0.734846923,1.109053651,-95,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96,-9.797958971,-4.564348191,-10,1,0
Davenport,3/16/2016,2016,0.75,1,0.75,-64,0,8,0,4.17438727,0,-160,0.37,1.01,0.608276253,1.004987562,-75,-85,,,,,,,,,,,,,,,,,,,-21,-28,,,,,,,,,,,,-85,-9.219544457,-4.442651256,0,1,1
Davenport,3/16/2016,2016,1,1,1,-65,0,8.062257748,0,4.189654742,0,-160,0.36,1.01,0.6,1.004987562,-86,-87,-70,-76,,,,,,,,,,,,,,,,,-23,-28,,,,,,,,,,,,-87,-9.327379053,-4.465908119,0,2,1
Davenport,3/16/2016,2016,1.25,1,1.25,-60,0,7.745966692,0,4.110873864,0,-170,0.41,1.01,0.640312424,1.004987562,-72,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-8.544003745,-4.290459441,0,1,0
Davenport,3/16/2016,2016,1.5,1,1.5,-55,0,7.416198487,0,4.025351691,0,-165,0.48,1.03,0.692820323,1.014889157,-61,-64,-75,-76,,,,,,,,,,,,,,,,,-19,-30,,,,,,,,,,,,-76,-8.717797887,-4.33073334,0,2,1
Davenport,3/16/2016,2016,1.75,1,1.75,-60,0,7.745966692,0,4.110873864,0,-155,0.43,1.03,0.655743852,1.014889157,-74,-78,-84,-85,-108,-109,,,,,,,,,,,,,,,-8,-12,-23,-25,,,,,,,,,,-109,-10.44030651,-4.691347882,0,3,2
Davenport,3/16/2016,2016,2,1,2,-52,-13,7.211102551,3.605551275,3.970291914,2.63905733,-135,0.5,0.89,0.707106781,0.943398113,-63,-66,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-9.219544457,-4.442651256,-13,2,0
Davenport,3/16/2016,2016,2.25,1,2.25,-60,0,7.745966692,0,4.110873864,0,-130,0.42,1.02,0.64807407,1.009950494,-53,-73,-75,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-8.717797887,-4.33073334,0,2,0
Davenport,3/16/2016,2016,2.5,1,2.5,-60,0,7.745966692,0,4.110873864,0,-125,0.45,1.05,0.670820393,1.024695077,-70,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,1,0
Davenport,3/16/2016,2016,2.75,1,2.75,-55,0,7.416198487,0,4.025351691,0,-125,0.5,1.05,0.707106781,1.024695077,-75,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-9,-4.394449155,0,1,0
Davenport,3/16/2016,2016,3,1,3,-92,0,9.591663047,0,4.532599493,0,-120,0.11,1.03,0.331662479,1.014889157,,,,,,,,,,,,,,,,,,,,,-13,-40,,,,,,,,,,,,-92,-9.591663047,-4.521788577,0,0,1
Davenport,3/16/2016,2016,3.25,1,3.25,-90,0,9.486832981,0,4.510859507,0,-125,0.13,1.03,0.360555128,1.014889157,,,,,,,,,,,,,,,,,,,,,-18,-75,,,,,,,,,,,,-90,-9.486832981,-4.49980967,0,0,1
Davenport,3/16/2016,2016,3.5,1,3.5,-80,0,8.94427191,0,4.394449155,0,-125,0.19,0.99,0.435889894,0.994987437,,,,,,,,,,,,,,,,,,,,,-20,-69,,,,,,,,,,,,-80,-8.94427191,-4.382026635,0,0,1
Davenport,3/16/2016,2016,3.75,1,3.75,-75,0,8.660254038,0,4.33073334,0,-125,0.23,0.98,0.479583152,0.989949494,,,,,,,,,,,,,,,,,,,,,-32,-39,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,0,1
Davenport,3/16/2016,2016,4,1,4,-90,0,9.486832981,0,4.510859507,0,-128,0.6,0.97,0.774596669,0.98488578,,,,,,,,,,,,,,,,,,,,,-18,-23,-70,-77,,,,,,,,,,-90,-9.486832981,-4.49980967,0,0,2
Davenport,3/16/2016,2016,4.25,1,4.25,-95,0,9.746794345,0,4.564348191,0,-140,0.5834375,1.1,0.763830806,1.048808848,,,,,,,,,,,,,,,,,,,,,-35,-41,,,,,,,,,,,,-95,-9.746794345,-4.553876892,0,0,1
Davenport,3/16/2016,2016,4.5,1,4.5,-103,0,10.14889157,0,4.644390899,0,-145,0.5026,1.1,0.708942875,1.048808848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-103,-10.14889157,-4.634728988,0,0,0
Davenport,3/16/2016,2016,4.75,1,4.75,-60,0,7.745966692,0,4.110873864,0,-140,0.8,1.18,0.894427191,1.086278049,-66,-70,-74,-75,,,,,,,,,,,,,,,,,-43,-50,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,2,1
Davenport,3/16/2016,2016,5,1,5,-90,0,9.486832981,0,4.510859507,0,-142,0.49,1.39,0.7,1.178982612,-94,-96,,,,,,,,,,,,,,,,,,,-44,-53,-67,-68,,,,,,,,,,-96,-9.797958971,-4.564348191,0,1,2
Davenport,3/16/2016,2016,5.25,1,5.25,-70,0,8.366600265,0,4.262679877,0,-170,0.69,1.39,0.830662386,1.178982612,-75,-110,,,,,,,,,,,,,,,,,,,-45,-51,,,,,,,,,,,,-110,-10.48808848,-4.700480366,0,1,1
Davenport,3/16/2016,2016,5.5,1,5.5,-70,0,8.366600265,0,4.262679877,0,-170,0.72,1.42,0.848528137,1.191637529,-94,-95,-96,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97,-9.848857802,-4.574710979,0,2,0
Davenport,3/16/2016,2016,5.75,1,5.75,-53,0,7.280109889,0,3.988984047,0,-170,0.89,1.42,0.943398113,1.191637529,-63,-70,-74,-78,-81,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-9.38083152,-4.477336814,0,3,0
Davenport,3/16/2016,2016,6,1,6,-84,0,9.16515139,0,4.442651256,0,-165,0.832666667,1.64,0.912505708,1.280624847,-90,-93,-99,-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-10.63014581,-4.727387819,0,2,0
Davenport,3/16/2016,2016,6.25,1,6.25,-104,0,10.19803903,0,4.65396035,0,-205,0.693052632,1.64,0.832497827,1.280624847,-125,-130,-113,-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130,-11.40175425,-4.86753445,0,2,0
Davenport,3/16/2016,2016,6.5,1,6.5,-135,0,11.61895004,0,4.912654886,0,-200,0.407894737,1.63,0.638666374,1.276714533,,,,,,,,,,,,,,,,,,,,,-10,-20,-91,-104,,,,,,,,,,-135,-11.61895004,-4.905274778,0,0,2
Davenport,3/16/2016,2016,6.75,1,6.75,-144,-37,12,6.08276253,4.976733742,3.63758616,-210,0.19,1.26,0.435889894,1.122497216,-81,-82,,,,,,,,,,,,,,,,,,,-49,-106,,,,,,,,,,,,-144,-12,-4.9698133,-37,1,1
Davenport,3/16/2016,2016,7,1,7,-105,-96,10.24695077,9.797958971,4.663439094,4.574710979,-165,0.710454545,0.783272727,0.842884657,0.885026964,0,-5,-15,-16,-108,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115,-10.72380529,-4.744932128,0,3,0
Davenport,3/16/2016,2016,7.25,1,7.25,-94,-56,9.695359715,7.483314774,4.553876892,4.043051268,-185,0.625666667,0.999333333,0.79099094,0.999666611,-25,-36,-105,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-120,-10.95445115,-4.787491743,-25,2,0
Davenport,3/16/2016,2016,7.5,1,7.5,-90,0,9.486832981,0,4.510859507,0,-180,0.64,1.54,0.8,1.240967365,-112,-118,-121,-125,,,,,,,,,,,,,,,,,-35,-63,,,,,,,,,,,,-125,-11.18033989,-4.828313737,0,2,1
Davenport,3/16/2016,2016,7.75,1,7.75,-116,0,10.77032961,0,4.762173935,0,-185,0.38,1.54,0.6164414,1.240967365,-119,-125,,,,,,,,,,,,,,,,,,,-12,-20,,,,,,,,,,,,-125,-11.18033989,-4.828313737,0,1,1
Davenport,3/16/2016,2016,8,1,8,-122,0,11.04536102,0,4.812184355,0,-170,0.28,1.5,0.529150262,1.224744871,-125,-145,,,,,,,,,,,,,,,,,,,-17,-82,,,,,,,,,,,,-145,-12.04159458,-4.976733742,0,1,1
Davenport,3/16/2016,2016,8.25,1,8.25,-109,0,10.44030651,0,4.700480366,0,-175,0.43,1.52,0.655743852,1.232882801,-30,-42,,,,,,,,,,,,,,,,,,,-20,-75,,,,,,,,,,,,-109,-10.44030651,-4.691347882,0,1,1
Davenport,3/16/2016,2016,8.5,1,8.5,-99,-80,9.949874371,8.94427191,4.605170186,4.394449155,-165,0.55,0.74,0.741619849,0.860232527,-31,-32,-105,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111,-10.53565375,-4.709530201,-31,2,0
Davenport,3/16/2016,2016,8.75,1,8.75,-110,0,10.48808848,0,4.709530201,0,-180,0.45,1.55,0.670820393,1.24498996,-137,-138,-128,-130,,,,,,,,,,,,,,,,,-11,-30,-34,-80,,,,,,,,,,-138,-11.74734012,-4.927253685,0,2,2
Davenport,3/16/2016,2016,9,1,9,-107,0,10.34408043,0,4.682131227,0,-170,0.486294118,1.55,0.697347917,1.24498996,-115,-125,-125,-126,-142,-146,,,,,,,,,,,,,,,,,,,,,,,,,,,,-146,-12.08304597,-4.983606622,0,3,0
Davenport,3/16/2016,2016,9.25,1,9.25,-119,0,10.90871211,0,4.787491743,0,-190,0.442888889,1.58,0.665498977,1.256980509,-130,-133,-149,-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150,-12.24744871,-5.010635294,0,2,0
Davenport,3/16/2016,2016,9.5,1,9.5,-130,0,11.40175425,0,4.875197323,0,-185,0.257647059,1.55,0.507589459,1.24498996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130,-11.40175425,-4.86753445,0,0,0
Davenport,3/16/2016,2016,9.75,1,9.75,-140,0,11.83215957,0,4.94875989,0,-190,0.22,1.62,0.469041576,1.272792206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140,-11.83215957,-4.941642423,0,0,0
Davenport,3/16/2016,2016,10,1,10,-135,0,11.61895004,0,4.912654886,0,-200,0.301764706,1.62,0.549331144,1.272792206,-150,-157,-160,-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-163,-12.76714533,-5.093750201,0,2,0
